id,code,uic,name_short,name_medium,name_long,slug,country,type,geo_lat,geo_lng
785,ESK,8400221,Kennispark,Kennispark,"Enschede Kennispark",enschede-kennispark,NL,stoptreinstation,52.23749923706,6.8388891220093
586,EEPE,8021126,"Epe (West)","Epe (Westf)","Epe (Westf)",epe-westf,D,stoptreinstation,52.18346,7.03009
172,EML,8400216,Ermelo,Ermelo,Ermelo,ermelo,NL,stoptreinstation,52.301666259766,5.6147222518921
183,ESN,8821402,Essen,Essen,Essen,essen,B,stoptreinstation,51.46261,4.45129
185,ETN,8400218,Etten-Leur,Etten-Leur,Etten-Leur,etten-leur,NL,intercitystation,51.57500076294,4.6358332633972
165,EGH,8400338,Eygelshov,Eygelshoven,Eygelshoven,eygelshoven,NL,stoptreinstation,50.890556335449,6.0450000762939
166,EGHM,8400234,"Eygelsh M","Eygelshoven Mrkt","Eygelshoven Markt",eygelshoven-markt,NL,stoptreinstation,50.896049819644,6.0602474212646
786,FWD,8400638,Feanwâlden,Feanwâlden,Feanwâlden,feanwalden,NL,stoptreinstation,53.2351834,5.9886615
689,LIVOR,8306900,"Firenze C","Firenze Campo M","Firenze Campo di Marte",firenze-campo-di-marte,I,intercitystation,43.776667,11.276667
187,FN,8400232,Franeker,Franeker,Franeker,franeker,NL,stoptreinstation,53.1824488,5.5483094
186,FFFM,8011068,Frankfurt,"Frankfurt Hbf","Frankfurt (M) Hbf",frankfurt-m-hbf,D,knooppuntIntercitystation,50.1071222,8.6638338
828,FFS,8011065,Frankf.Süd,"Frankfurt (M)Süd","Frankfurt (Main) Süd",frankfurt-main-sud,D,intercitystation,50.099444,8.686389
189,FNAF,8061676,FrankfurtF,"Frankfurt Flugh.","Frankfurt Flughafen Fernb",frankfurt-flughafen-fernb,D,knooppuntIntercitystation,50.053171029929,8.570237159729
593,RF,8014350,Freiburg,"Freiburg (B.)","Freiburg (Breisgau) Hbf",freiburg-breisgau-hbf,D,sneltreinstation,47.99789,7.84134
199,GDR,8400241,Gaanderen,Gaanderen,Gaanderen,gaanderen,NL,stoptreinstation,51.93074,6.3486
198,GDM,8400244,Geldermlsn,Geldermalsen,Geldermalsen,geldermalsen,NL,knooppuntStoptreinstation,51.88301,5.27127
209,GP,8400245,Geldrop,Geldrop,Geldrop,geldrop,NL,knooppuntStoptreinstation,51.419723510742,5.5505557060242
203,GLN,8400246,"Geleen O","Geleen Oost","Geleen Oost",geleen-oost,NL,stoptreinstation,50.966945648193,5.8430557250977
320,LUT,8400248,Geleen-Lut,Geleen-Lut.,Geleen-Lutterade,geleen-lutterade,NL,stoptreinstation,50.975555419922,5.8247222900391
845,FGSP,8892007,"Gent St. P","Gent St. Pieters","Gent Sint Pieters",gent-sint-pieters,B,stoptreinstation,51.0361744,3.7108469
218,GZ,8400251,Gilze-Rij,Gilze-Rijen,Gilze-Rijen,gilze-rijen,NL,stoptreinstation,51.583610534668,4.9261112213135
194,GBR,8400262,Glanerbrug,Glanerbrug,Glanerbrug,glanerbrug,NL,stoptreinstation,52.218612670898,6.9744443893433
753,LGL,8841731,Glons,Glons,Glons,glons,B,stoptreinstation,50.750277,5.535278
211,GS,8400253,Goes,Goes,Goes,goes,NL,stoptreinstation,51.498054504395,3.8905556201935
207,GO,8400254,Goor,Goor,Goor,goor,NL,stoptreinstation,52.230278015137,6.5844445228577
597,TGO,8029066,Göppingen,Göppingen,Göppingen,goppingen,D,sneltreinstation,48.700191,9.651685
210,GR,8400256,Gorinchem,Gorinchem,Gorinchem,gorinchem,NL,knooppuntStoptreinstation,51.833889007568,4.9683332443237
846,HOJE,7401318,"Göteborg C","Göteborg Central","Göteborg Central",goteborg-central,S,intercitystation,57.708889,11.973333
195,GD,8400258,Gouda,Gouda,Gouda,gouda,NL,knooppuntIntercitystation,52.017501831055,4.7044444084167
196,GDG,8400257,Goverwelle,Goverwelle,"Gouda Goverwelle",gouda-goverwelle,NL,stoptreinstation,52.014999389648,4.7408332824707
193,GBG,8400259,Gramsbergn,Gramsbergen,Gramsbergen,gramsbergen,NL,stoptreinstation,52.60916519165,6.6758332252502
202,GK,8400267,Grijpskerk,Grijpskerk,Grijpskerk,grijpskerk,NL,stoptreinstation,53.255740325573,6.3097786903381
192,G,8021128,Gronau,"Gronau (Westf.)","Gronau (Westf.)",gronau-westf,D,knooppuntStoptreinstation,52.21521,7.022109
204,GN,8400263,Groningen,Groningen,Groningen,groningen,NL,knooppuntIntercitystation,53.210556030273,6.5647220611572
201,GERP,8400238,Europapark,Europapark,"Groningen Europapark",groningen-europapark,NL,stoptreinstation,53.20480027,6.5854178
206,GNN,8400264,"Groningn N","Groningen Noord","Groningen Noord",groningen-noord,NL,stoptreinstation,53.2301469,6.5563172
217,GW,8400266,Grou-Jirns,Grou-Jirnsum,Grou-Jirnsum,grou-jirnsum,NL,stoptreinstation,53.088890075684,5.8225002288818
598,MGZB,8002084,Günzburg,Günzburg,Günzburg,gunzburg,D,sneltreinstation,48.460226,10.278707
244,HLM,8400285,Haarlem,Haarlem,Haarlem,haarlem,NL,knooppuntIntercitystation,52.38777923584,4.6383333206177
245,HLMS,8400270,Spaarnwde,Spaarnwoude,"Haarlem Spaarnwoude",haarlem-spaarnwoude,NL,stoptreinstation,52.382778167725,4.6730556488037
220,HAGEN,8008073,Hagen,"Hagen Hbf","Hagen Hbf",hagen-hbf,D,knooppuntSneltreinstation,51.362747,7.460249
684,HWZB,8400400,Halfweg-Zw,Halfweg-Zw.,Halfweg-Zwanenburg,halfweg-zwanenburg,NL,stoptreinstation,52.385935,4.747165
222,HAMM,8010002,Hamm,"Hamm (Westf.)","Hamm (Westf.)",hamm-westf,D,knooppuntStoptreinstation,51.678078,7.807821
223,HANN,8013552,"Hannover H","Hannover Hbf","Hannover Hbf",hannover-hbf,D,megastation,52.3770401,9.7416759
226,HDB,8400293,Hardenberg,Hardenberg,Hardenberg,hardenberg,NL,sneltreinstation,52.572776794434,6.6286110877991
225,HD,8400294,Harderwijk,Harderwijk,Harderwijk,harderwijk,NL,knooppuntStoptreinstation,52.337501525879,5.619722366333
685,HBZM,8400438,"Blauwe Zm","Blauwe Zoom","Hardinxveld Blauwe Zoom",hardinxveld-blauwe-zoom,NL,stoptreinstation,51.82944,4.81556
205,GND,8400295,Hardinxvld,Hardinxveld-G.,Hardinxveld-Giessendam,hardinxveld-giessendam,NL,stoptreinstation,51.830554962158,4.8358335494995
264,HRN,8400297,Haren,Haren,Haren,haren,NL,stoptreinstation,53.176109313965,6.6172223091125
242,HLG,8400296,Harlingen,Harlingen,Harlingen,harlingen,NL,stoptreinstation,53.1704205,5.4251932
243,HLGH,8400298,"Harl Haven","Harlingen Haven","Harlingen Haven",harlingen-haven,NL,stoptreinstation,53.174917,5.4112885
754,FHS,8831005,Hasselt,Hasselt,Hasselt,hasselt,B,stoptreinstation,50.930555,5.3275
238,HK,8400317,Heemskerk,Heemskerk,Heemskerk,heemskerk,NL,stoptreinstation,52.495277404785,4.6869444847107
219,HAD,8400302,Heemstede,Heemstede-A.,Heemstede-Aerdenhout,heemstede-aerdenhout,NL,intercitystation,52.35916519165,4.6066665649414
260,HR,8400305,Heerenveen,Heerenveen,Heerenveen,heerenveen,NL,intercitystation,52.961387634277,5.9141664505005
599,HRY,8400301,IJsstadion,IJsstadion,"Heerenveen IJsstadion",heerenveen-ijsstadion,NL,facultatiefStation,52.935276031494,5.9438886642456
274,HWD,8400306,Heerhugow,Heerhugowaard,Heerhugowaard,heerhugowaard,NL,knooppuntStoptreinstation,52.669723510742,4.8227777481079
261,HRL,8400307,Heerlen,Heerlen,Heerlen,heerlen,NL,knooppuntIntercitystation,50.89083480835,5.9749999046326
262,HRLW,8400404,"Heerlen W","Hrl Woonblvd","Heerlen Woonboulevard",heerlen-woonboulevard,NL,stoptreinstation,50.896667,5.952222
276,HZE,8400308,Heeze,Heeze,Heeze,heeze,NL,stoptreinstation,51.384998321533,5.5694446563721
600,MID,8821519,"Heide (B)","Heide (B)","Heide (B)",heide-b,B,stoptreinstation,51.364828,4.4604308
246,HLO,8400309,Heiloo,Heiloo,Heiloo,heiloo,NL,stoptreinstation,52.599445343018,4.7005553245544
254,HNO,8400310,Heino,Heino,Heino,heino,NL,stoptreinstation,52.427223205566,6.2211112976074
247,HM,8400313,Helmond,Helmond,Helmond,helmond,NL,knooppuntIntercitystation,51.475555419922,5.6619443893433
250,HMH,8400300,"'t Hout","'t Hout","Helmond 't Hout",helmond-t-hout,NL,stoptreinstation,51.46794,5.63085
249,HMBV,8400242,Brandevrt,Brandevoort,"Helmond Brandevoort",helmond-brandevoort,NL,stoptreinstation,51.462223052979,5.6072220802307
248,HMBH,8400299,Brouwhuis,Brouwhuis,"Helmond Brouwhuis",helmond-brouwhuis,NL,stoptreinstation,51.47068,5.70177
705,LKM,8824224,Hemiksem,Hemiksem,Hemiksem,hemiksem,B,stoptreinstation,51.13624,4.33828
251,HMN,8400315,Hemmen-D,Hemmen-Dodew.,Hemmen-Dodewaard,hemmen-dodewaard,NL,stoptreinstation,51.9222129,5.6737254
233,HGL,8400316,Hengelo,Hengelo,Hengelo,hengelo,NL,knooppuntIntercitystation,52.261665344238,6.7938890457153
686,HGLG,8400433,Gezondhprk,"Hengelo Gezondh.","Hengelo Gezondheidspark",hengelo-gezondheidspark,NL,stoptreinstation,52.261667,6.767778
234,HGLO,8400312,"Hengelo O","Hengelo Oost","Hengelo Oost",hengelo-oost,NL,stoptreinstation,52.268890380859,6.8194446563721
755,LHS,8841608,Herstal,Herstal,Herstal,herstal,B,stoptreinstation,50.66076,5.62231
275,HZ,8015190,Herzogenr,Herzogenrath,Herzogenrath,herzogenrath,D,stoptreinstation,50.870916,6.094486
237,HIL,8400329,Hillegom,Hillegom,Hillegom,hillegom,NL,stoptreinstation,52.302501678467,4.5655555725098
271,HVS,8400322,Hilversum,Hilversum,Hilversum,hilversum,NL,knooppuntIntercitystation,52.225833892822,5.1819443702698
722,HVSM,8400324,"Media Park","Media Park","Hilversum Media Park",hilversum-media-park,NL,stoptreinstation,52.238056182861,5.1738886833191
273,HVSP,8400570,Sportpark,Sportpark,"Hilversum Sportpark",hilversum-sportpark,NL,stoptreinstation,52.216110229492,5.1872220039368
255,HNP,8400323,Hindeloopn,Hindeloopen,Hindeloopen,hindeloopen,NL,stoptreinstation,52.9464903,5.423063
706,FOE,8824158,Hoboken-P,Hoboken-Polder,Hoboken-Polder,hoboken-polder,B,stoptreinstation,51.18285,4.34831
224,HB,8400326,Hoensbroek,Hoensbroek,Hoensbroek,hoensbroek,NL,stoptreinstation,50.905555725098,5.9305553436279
687,HVL,8400490,Hoevelaken,Hoevelaken,Hoevelaken,hoevelaken,NL,stoptreinstation,52.16652,5.45718
259,HOR,8400327,"Hol Rading","Holl. Rading","Hollandsche Rading",hollandsche-rading,NL,stoptreinstation,52.17777633667,5.1791667938232
258,HON,8400328,Holten,Holten,Holten,holten,NL,stoptreinstation,52.283889770508,6.42027759552
602,EHZW,8010384,H'wickede,Holzwickede,Holzwickede,holzwickede,D,stoptreinstation,51.504767,7.619647
232,HFD,8400332,Hoofddorp,Hoofddorp,Hoofddorp,hoofddorp,NL,stoptreinstation,52.293334960938,4.7005553245544
235,HGV,8400330,Hoogeveen,Hoogeveen,Hoogeveen,hoogeveen,NL,stoptreinstation,52.733890533447,6.4736108779907
236,HGZ,8400331,Hoogezand,Hoogezand-Sap.,Hoogezand-Sappemeer,hoogezand-sappemeer,NL,knooppuntStoptreinstation,53.159818131676,6.7707538604736
239,HKS,8400334,Hoogkrspl,Hoogkarspel,Hoogkarspel,hoogkarspel,NL,stoptreinstation,52.69055557251,5.1838889122009
252,HN,8400337,Hoorn,Hoorn,Hoorn,hoorn,NL,knooppuntIntercitystation,52.644721984863,5.0555553436279
253,HNK,8400336,"Hoorn Kers",Kersenboogerd,"Hoorn Kersenboogerd",hoorn-kersenboogerd,NL,stoptreinstation,52.653610229492,5.0855555534363
603,HOPF,8101168,Hopfgarten,Hopfgarten,Hopfgarten,hopfgarten,A,stoptreinstation,47.45525,12.14921
265,HRT,8400339,Horst-Sev,Horst-Sevenum,Horst-Sevenum,horst-sevenum,NL,stoptreinstation,51.426387786865,6.0422220230103
267,HTN,8400340,Houten,Houten,Houten,houten,NL,knooppuntStoptreinstation,52.03402,5.16821
268,HTNC,8400335,Castellum,Castellum,"Houten Castellum",houten-castellum,NL,stoptreinstation,52.01701,5.17949
426,SGL,8400341,Houthem-St,"Houthem-St Gerl.","Houthem-St. Gerlach",houthem-st-gerlach,NL,stoptreinstation,50.873332977295,5.7972221374512
228,HDG,8400292,Hurdegaryp,Hurdegaryp,Hurdegaryp,hurdegaryp,NL,stoptreinstation,53.2187783,5.934543
277,IJT,8400722,IJlst,IJlst,IJlst,ijlst,NL,stoptreinstation,53.0146614,5.6160801
604,INNSB,8101187,Innsbruck,"Innsbruck Hbf","Innsbruck Hbf",innsbruck-hbf,A,knooppuntIntercitystation,47.26328,11.401
605,JENBAC,8101176,Jenbach,Jenbach,Jenbach,jenbach,A,stoptreinstation,47.38844,11.77841
289,KN,8015130,Kaldenkir,Kaldenkirchen,Kaldenkirchen,kaldenkirchen,D,stoptreinstation,51.327184,6.203225
606,FKTH,8821444,Kalmthout,Kalmthout,Kalmthout,kalmthout,B,stoptreinstation,51.3909989,4.4668202
294,KPN,8400353,Kampen,Kampen,Kampen,kampen,NL,stoptreinstation,52.559722900391,5.9216666221619
688,KPNZ,8400360,"Kampen Z","Kampen Zuid","Kampen Zuid",kampen-zuid,NL,stoptreinstation,52.5331,5.91309
112,BZL,8400354,Kapelle-Bi,Kapelle-Biezel.,Kapelle-Biezelinge,kapelle-biezelinge,NL,stoptreinstation,51.480834960938,3.9561111927033
608,LKP,8821535,Kapellen,Kapellen,Kapellen,kapellen,B,stoptreinstation,51.31362,4.43262
609,KARLSR,8014228,Karlsruhe,"Karlsruhe Hbf","Karlsruhe Hbf",karlsruhe-hbf,D,intercitystation,48.9936223,8.400743
295,KRD,8400355,"Kerkrade C","Kerkrade C.","Kerkrade Centrum",kerkrade-centrum,NL,knooppuntStoptreinstation,50.861667633057,6.0574998855591
299,KTR,8400359,Kesteren,Kesteren,Kesteren,kesteren,NL,stoptreinstation,51.9313869,5.5833465
611,GKT,8821451,Kijkuit,Kijkuit,Kijkuit,kijkuit,B,stoptreinstation,51.37867,4.46722
282,KBK,8400361,Klarenbk,Klarenbeek,Klarenbeek,klarenbeek,NL,stoptreinstation,52.17805480957,6.0836110115051
287,KMR,8400362,Klimmen-R,Klimmen-Ransdaal,Klimmen-Ransdaal,klimmen-ransdaal,NL,stoptreinstation,50.866390228271,5.8905553817749
614,KKO,8019023,Koblenz,"Koblenz Hbf","Koblenz Hbf",koblenz-hbf,D,intercitystation,50.351085,7.588649
292,KOLN,8015458,"Köln Hbf","Köln Hbf","Köln Hbf",koln-hbf,D,megastation,50.9432158,6.9589214
692,KKD,8015561,"Köln Messe","Köln Messe/Deutz","Köln Messe/Deutz",koln-messedeutz,D,megastation,50.940874,6.975001
830,KKW,8015468,"Köln West","Köln West","Köln West",koln-west,D,intercitystation,50.943611,6.934444
829,KKERP,8015321,Köln-Ehre,Köln-Ehrenfeld,Köln-Ehrenfeld,koln-ehrenfeld,D,stoptreinstation,50.951533,6.917276
831,KKM,8015541,Köln-Mülh.,Köln-Mülheim,Köln-Mülheim,koln-mulheim,D,intercitystation,50.958056,7.013333
802,KZ,8400363,"Koog Zaan","Koog a.d. Zaan","Koog aan de Zaan",koog-aan-de-zaan,NL,stoptreinstation,52.458610534668,4.8055553436279
288,KMW,8400366,Koudum-M,Koudum-Molkwerum,Koudum-Molkwerum,koudum-molkwerum,NL,stoptreinstation,52.9028197,5.4106913
850,ODENS,8600858,Københavns,"Københavns Lufth","Københavns Lufthavn St",kobenhavns-lufthavn-st,DK,intercitystation,55.63,12.649167
281,KBD,8400367,Krabbendke,Krabbendijke,Krabbendijke,krabbendijke,NL,stoptreinstation,51.433334350586,4.1169443130493
286,KMA,8400368,Krommenie,Krommenie-Ass.,Krommenie-Assendelft,krommenie-assendelft,NL,stoptreinstation,52.49511,4.75417
300,KW,8400369,Kropswolde,Kropswolde,Kropswolde,kropswolde,NL,stoptreinstation,53.1617362,6.7220882
297,KRG,8400370,Kruiningen,Kruiningen-Y.,Kruiningen-Yerseke,kruiningen-yerseke,NL,stoptreinstation,51.465000152588,4.0372223854065
616,KUFST,8102184,Kufstein,Kufstein,Kufstein,kufstein,A,intercitystation,47.5831,12.16568
533,ZLW,8400382,"Lage Zwalu","Lage Zwaluwe","Lage Zwaluwe",lage-zwaluwe,NL,knooppuntStoptreinstation,51.69111251831,4.6630554199219
312,LG,8400548,Landgraaf,Landgraaf,Landgraaf,landgraaf,NL,knooppuntStoptreinstation,50.896389007568,6.019166469574
303,LANDRY,8774177,Landry,Landry,Landry,landry,F,intercitystation,45.57414,6.73378
820,LLZM,8400135,Lansingerl,Lansingerland,Lansingerland-Zoetermeer,lansingerland-zoetermeer,NL,stoptreinstation,52.042222,4.517222
309,LEER,8021091,Leer,"Leer (Ostfr.)","Leer (Ostfriesl)",leer-ostfriesl,D,stoptreinstation,53.23165,7.465283
307,LDM,8400386,Leerdam,Leerdam,Leerdam,leerdam,NL,stoptreinstation,51.894721984863,5.0913887023926
321,LW,8400387,Leeuwarden,Leeuwarden,Leeuwarden,leeuwarden,NL,knooppuntIntercitystation,53.195835113525,5.7922220230103
322,LWC,8400389,Camminghab,Camminghaburen,"Leeuwarden Camminghaburen",leeuwarden-camminghaburen,NL,stoptreinstation,53.2021808,5.8422968
620,ELGD,8021122,Legden,Legden,Legden,legden,D,stoptreinstation,52.034924,7.088538
308,LEDN,8400390,"Leiden C","Leiden C.","Leiden Centraal",leiden-centraal,NL,knooppuntIntercitystation,52.166110992432,4.4816665649414
306,LDL,8400384,"Leiden Lam",Lammenschans,"Leiden Lammenschans",leiden-lammenschans,NL,stoptreinstation,52.146945953369,4.4924998283386
313,LLS,8400394,"Lelystad C","Lelystad C.","Lelystad Centrum",lelystad-centrum,NL,knooppuntIntercitystation,52.507778167725,5.4727778434753
621,ELET,8021117,Lette,"Lette (Kr Coes)","Lette (Kr Coesfeld)",lette-kr-coesfeld,D,stoptreinstation,51.8925,7.187
622,LEUVEN,8833001,Leuven,Leuven,Leuven,leuven,B,intercitystation,50.88136,4.71568
316,LTV,8400395,Lichtenv-G,Lichtenvoorde-G.,Lichtenvoorde-Groenlo,lichtenvoorde-groenlo,NL,stoptreinstation,52.01188,6.59641
827,FLJ,8841558,LiègeCarré,Liège-Carré,Liège-Carré,liege-carre,B,stoptreinstation,50.64051,5.56197
318,LUIK,8841004,Liège-G.,Liège-Guillemins,Liège-Guillemins,liege-guillemins,B,knooppuntIntercitystation,50.62436,5.56648
826,FLGP,8841525,Liège-St-L,Liège-St-Lambert,Liège-Saint-Lambert,liege-saint-lambert,B,stoptreinstation,50.64648,5.57072
756,LSL,8841673,Liers,Liers,Liers,liers,B,stoptreinstation,50.69822,5.56848
767,LILLEE,8722326,"Lille E.","Lille Europe","Lille Europe",lille-europe,F,intercitystation,50.639444,3.074722
623,FLB,8032572,"Limburg S","Limburg Süd","Limburg Süd",limburg-sud,D,stoptreinstation,50.382498,8.096112
841,LINZ,8101073,"Linz Hbf","Linz Hbf","Linz Hbf",linz-hbf,A,intercitystation,48.29018,14.29213
304,LC,8400399,Lochem,Lochem,Lochem,lochem,NL,stoptreinstation,52.166667938232,6.4263887405395
787,FLK,8894201,Lokeren,Lokeren,Lokeren,lokeren,B,stoptreinstation,51.107222,3.985833
806,STP,7015400,"London StP","London St. P Int","London St. Pancras Int.",london-st-pancras-int,GB,megastation,51.531437,-0.126136
314,LP,8400403,Loppersum,Loppersum,Loppersum,loppersum,NL,stoptreinstation,53.3347145,6.7472625
626,ELDH,8021113,Lü'hausen,Lüdinghausen,Lüdinghausen,ludinghausen,D,stoptreinstation,51.76184,7.43165
627,ELUE,8010098,"Lünen Hbf","Lünen Hbf","Lünen Hbf",lunen-hbf,D,stoptreinstation,51.61713,7.52949
315,LTN,8400405,Lunteren,Lunteren,Lunteren,lunteren,NL,stoptreinstation,52.085277557373,5.6244444847107
348,MZ,8400432,Maarheeze,Maarheeze,Maarheeze,maarheeze,NL,stoptreinstation,51.304986,5.629796
339,MRN,8400417,Maarn,Maarn,Maarn,maarn,NL,knooppuntStoptreinstation,52.064167022705,5.3699998855591
327,MAS,8400419,Maarssen,Maarssen,Maarssen,maarssen,NL,stoptreinstation,52.135276794434,5.0336112976074
342,MT,8400424,Maastricht,Maastricht,Maastricht,maastricht,NL,knooppuntIntercitystation,50.850276947021,5.7055554389954
723,MTN,8400449,"Maastr. N","Maastricht Noord","Maastricht Noord",maastricht-noord,NL,stoptreinstation,50.87087,5.71774
344,MTR,8400426,Randwyck,Randwyck,"Maastricht Randwyck",maastricht-randwyck,NL,knooppuntStoptreinstation,50.838611602783,5.7172222137451
788,FMZ,8019051,"Mainz Hbf","Mainz Hbf","Mainz Hbf",mainz-hbf,D,intercitystation,50.001117,8.25872
847,RINGS,7402611,"Malmö C","Malmö Central","Malmö Central",malmo-central,S,intercitystation,55.609444,13.000833
628,MANNHE,8014008,Mannheim,"Mannheim Hbf","Mannheim Hbf",mannheim-hbf,D,intercitystation,49.479354,8.468921
333,MG,8400427,Mantgum,Mantgum,Mantgum,mantgum,NL,stoptreinstation,53.1296368,5.7131996
338,MRB,8400428,Mariënberg,Mariënberg,Mariënberg,marienberg,NL,knooppuntSneltreinstation,52.50944519043,6.5752778053284
325,MARNE,8738264,Marne-la-V,Marne-la-Vallée,Marne-la-Vallée-Chessy,marne-la-vallee-chessy,F,stoptreinstation,48.86826,2.78218
326,MARS,8775100,Marseille,Marseille-St-C,Marseille-St-Charles,marseille-st-charles,F,intercitystation,43.30381,5.38195
343,MTH,8400430,Martenshk,Martenshoek,Martenshoek,martenshoek,NL,stoptreinstation,53.1607232,6.7402989
330,MECH,8822004,Mechelen,Mechelen,Mechelen,mechelen,B,knooppuntIntercitystation,51.01758,4.48313
331,MES,8400434,Meerssen,Meerssen,Meerssen,meerssen,NL,sneltreinstation,50.882879392551,5.7509994506836
789,LM,8894755,Melsele,Melsele,Melsele,melsele,B,stoptreinstation,51.210556,4.286667
337,MP,8400435,Meppel,Meppel,Meppel,meppel,NL,knooppuntStoptreinstation,52.69083404541,6.1975002288818
629,EMTE,8021151,"Metelen L.","Metelen Land","Metelen Land",metelen-land,D,stoptreinstation,52.162444,7.254423
329,MDB,8400436,Middelburg,Middelburg,Middelburg,middelburg,NL,stoptreinstation,51.494720458984,3.6172223091126
691,DOMOD,8301645,"Milano G","Milano Garibaldi","Milano Porta Garibaldi",milano-porta-garibaldi,I,intercitystation,45.484722,9.187778
774,BLTM,8841665,Milmort,Milmort,Milmort,milmort,B,stoptreinstation,50.69301,5.59983
334,MINDEN,8013578,Minden,"Minden (Westf)","Minden (Westf)",minden-westf,D,stoptreinstation,52.290138,8.934728
328,MCGB,8015165,Mönchengl,Mönchengladbach,"Mönchengladbach Hbf",monchengladbach-hbf,D,knooppuntIntercitystation,51.196583,6.446111
335,MMLH,8400446,Mook-Molen,Molenhoek,Mook-Molenhoek,mook-molenhoek,NL,stoptreinstation,51.766262,5.879133
336,MOUT,8774172,Moutiers-S,Moutiers-Salins,Moutiers-Salins-Brides,moutiers-salins-brides,F,stoptreinstation,45.48664,6.53105
345,MUNCHH,8020347,München,"München Hbf","München Hbf",munchen-hbf,D,megastation,48.140203335951,11.558346748352
844,STRAUB,8020234,"München O","München Ost","München Ost",munchen-ost,D,intercitystation,48.1275,11.605
631,ENHF,8023783,"Münster ZN","Münster Zentr N.","Münster (W) Zentrum Nord",munster-w-zentrum-nord,D,stoptreinstation,51.984987,7.63861
346,MUNST,8021011,Münster,"Münster (Westf)","Münster (Westf) Hbf",munster-westf-hbf,D,knooppuntIntercitystation,51.956892,7.635895
632,ENBE,8021147,Münster-H,Münster-Häger,Münster-Häger,munster-hager,D,stoptreinstation,52.022327,7.562668
350,NDB,8400452,Naarden-Bu,Naarden-Bussum,Naarden-Bussum,naarden-bussum,NL,knooppuntStoptreinstation,52.280277252197,5.1569442749023
351,NEUSS,8015149,Neuss,"Neuss Hbf","Neuss Hbf",neuss-hbf,D,stoptreinstation,51.20444,6.68468
713,LNI,8824240,Niel,Niel,Niel,niel,B,stoptreinstation,51.11154,4.33845
349,NA,8400454,"Nw A'dam","Nw. Amsterdam","Nieuw Amsterdam",nieuw-amsterdam,NL,sneltreinstation,52.718612670898,6.8486108779907
364,NVP,8400460,"Nw Vennep","Nieuw Vennep","Nieuw Vennep",nieuw-vennep,NL,stoptreinstation,52.258888244629,4.6455554962158
365,NWK,8400455,Nieuwerkrk,Nieuwerkerk,"Nieuwerkerk a/d IJssel",nieuwerkerk-a-d-ijssel,NL,stoptreinstation,51.965278625488,4.6169443130493
790,FNU,8894714,Nieuwkerke,Nieuwkerken-Waas,Nieuwkerken-Waas,nieuwkerken-waas,B,stoptreinstation,51.185556,4.185832
354,NKK,8400469,Nijkerk,Nijkerk,Nijkerk,nijkerk,NL,stoptreinstation,52.222221374512,5.4938888549805
